g_AI_i201KF0_AI01,g_AI_i201KF0_AI02,g_AI_i201KF0_AI03,g_diAlarmStateTransitionCounter,g_diAlarmStorageCounter,g_diAlarmStorageRowsCount,g_iAlarmStorageClear,g_lrX4RewinderActMotorTemp,g_lrX4RewinderActPower,g_lrX4RewinderActTens,g_lrX4RewinderActTorque,g_lrX4RewinderActVel,g_lrX4RewinderActVoltage,g_lrX4RewinderIdentMInertia,g_lrX4RewinderMotorTempWarning,g_lrX4RewinderSetMInertia,g_lrX4RewinderSetTens,g_lrX4RewinderSetTorque,g_lrX4RewinderSetVel,g_lrX4UnwinderActDancerPos,g_lrX4UnwinderActMotorTemp,g_lrX4UnwinderActPower,g_lrX4UnwinderActTorque,g_lrX4UnwinderActVel,g_lrX4UnwinderActVoltage,g_lrX4UnwinderDancerLowLimit,g_lrX4UnwinderDancerUpperLimit,g_lrX4UnwinderMotorTempWarning,g_lrX4UnwinderSetTorque,g_lrX4UnwinderSetVel,x4portal_ticket_alarmcode,x4portal_ticket_componentPath,x4portal_ticket_create,x4portal_ticket_description,x4portal_ticket_priority,x4portal_ticket_title
13480,8408,232,0,0,-1,0,0,0,0,-0.136096875,0,0,0,0,0,0,0,0,8408,0,0,0,0,0,5088,11480,0,0,0,0,0,true,0,0,0
13480,8408,232,0,0,-1,0,0,0,0,0.136096875,0,0,0,0,0,0,0,0,8408,0,0,0,0,0,5088,11480,0,0,0,0,0,true,0,0,0
13488,8408,232,0,0,-1,0,0,0,0,-0.136096875,0,0,0,0,0,0,0,0,8408,0,0,0,0,0,5088,11480,0,0,0,0,0,true,0,0,0
13488,8408,248,0,0,-1,0,0,0,0,0.136096875,0,0,0,0,0,0,0,0,8408,0,0,0,0,0,5088,11480,0,0,0,0,0,true,0,0,0
13480,8408,248,0,0,-1,0,0,0,0,0.136096875,0,0,0,0,0,0,0,0,8408,0,0,0,0,0,5088,11480,0,0,0,0,0,true,0,0,0
13480,8408,240,0,0,-1,0,0,0,0,-0.136096875,0,0,0,0,0,0,0,0,8408,0,0,0,0,0,5088,11480,0,0,0,0,0,true,0,0,0
13496,8408,240,0,0,-1,0,0,0,0,-0.136096875,0,0,0,0,0,0,0,0,8408,0,0,0,0,0,5088,11480,0,0,0,0,0,true,0,0,0
13488,8408,232,0,0,-1,0,0,0,0,0.136096875,0,0,0,0,0,0,0,0,8408,0,0,0,0,0,5088,11480,0,0,0,0,0,true,0,0,0
13488,8408,232,0,0,-1,0,0,0,0,-0.136096875,0,0,0,0,0,0,0,0,8408,0,0,0,0,0,5088,11480,0,0,0,0,0,true,0,0,0
13480,8408,232,0,0,-1,0,0,0,0,-0.136096875,0,0,0,0,0,0,0,0,8408,0,0,0,0,0,5088,11480,0,0,0,0,0,true,0,0,0
13480,8408,248,0,0,-1,0,0,0,0,-0.136096875,0,0,0,0,0,0,0,0,8408,0,0,0,0,0,5088,11480,0,0,0,0,0,true,0,0,0
13480,8408,232,0,0,-1,0,0,0,0,0.136096875,0,0,0,0,0,0,0,0,8408,0,0,0,0,0,5088,11480,0,0,0,0,0,true,0,0,0
13480,8408,248,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,8408,0,0,0,0,0,5088,11480,0,0,0,0,0,true,0,0,0
13480,8408,248,0,0,-1,0,0,0,0,-0.136096875,0,0,0,0,0,0,0,0,8408,0,0,0,0,0,5088,11480,0,0,0,0,0,true,0,0,0
13488,8408,248,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,8408,0,0,0,0,0,5088,11480,0,0,0,0,0,true,0,0,0
13488,8408,248,0,0,-1,0,0,0,0,0.136096875,0,0,0,0,0,0,0,0,8408,0,0,0,0,0,5088,11480,0,0,0,0,0,true,0,0,0
13480,8408,240,0,0,-1,0,0,0,0,0.136096875,0,0,0,0,0,0,0,0,8408,0,0,0,0,0,5088,11480,0,0,0,0,0,true,0,0,0
13488,8408,232,0,0,-1,0,0,0,0,0.136096875,0,0,0,0,0,0,0,0,8408,0,0,0,0,0,5088,11480,0,0,0,0,0,true,0,0,0
13488,8408,248,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,8408,0,0,0,0,0,5088,11480,0,0,0,0,0,true,0,0,0
48,8384,3648,0,0,-1,0,0,0,0,-0.027506249999999996,0,0,0,0,0,0,0,0,8384,249,0,-0.29034000000000004,0,0,5088,11480,900,0,0,0,0,true,0,0,0
56,8392,3656,0,0,-1,0,0,0,0,0.027506249999999996,0,0,0,0,0,0,0,0,8392,249,0,-0.29034000000000004,0,0,5088,11480,900,0,0,0,0,true,0,0,0
0,8384,3664,0,0,-1,0,0,0,0,0.027506249999999996,0,0,0,0,0,0,0,0,8384,249,0,0.29034000000000004,0,0,5088,11480,900,0,0,0,0,true,0,0,0
48,8384,3672,0,0,-1,0,0,0,0,0.027506249999999996,0,0,0,0,0,0,0,0,8384,249,0,-0.29034000000000004,0,0,5088,11480,900,0,0,0,0,true,0,0,0
0,8392,3664,0,0,-1,0,0,0,0,-0.027506249999999996,-0.0005483627319335938,0,0,0,0,0,0,-0.000014570024278428819,8392,249,0,-0.29034000000000004,0,0,5088,11480,900,0,0,0,0,true,0,0,0
64,8392,3688,0,0,-1,0,0,0,0,-0.027506249999999996,-0.000446372561984592,0,0,0,0,0,0,0.00029272503323025175,8392,249,0,0.29034000000000004,0,0,5088,11480,900,0,0,0,0,true,0,0,0
56,8392,3688,0,0,-1,0,0,0,0,0.027506249999999996,0.0004794862535264757,0,0,0,0,0,0,-0.00018941031561957466,8392,249,0,-0.29034000000000004,0,0,5088,11480,900,0,0,0,0,true,0,0,0
56,8384,3672,0,0,-1,0,0,0,0,-0.027506249999999996,0.00051524904039171,0,0,0,0,0,0,0.0006079673767089844,8384,249,0,0.29034000000000004,0,0,5088,11480,900,0,0,0,0,true,0,0,0
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,8384,3648,0,0,-1,0,0,0,0,0,0.000003973642985026041,0,0,0,0,0,0,-0.000411934322781033,8384,249,0,-0.29034000000000004,0,0,5088,11480,900,0,0,0,0,true,0,0,0
48,8392,3648,0,0,-1,0,0,0,0,-0.027506249999999996,-0.0005814764234754774,0,0,0,0,0,0,-0.0015285280015733507,8392,249,0,-0.29034000000000004,0,0,5088,11480,900,0,0,0,0,true,0,0,0
13384,8464,3464,0,0,-1,0,0,0,0,0.027506249999999996,0.0009920861985948351,0,0,0,0,0,0,-0.0000675519307454427,8464,256,0,0.29034000000000004,0,0,5088,11480,900,0,0,0,0,true,0,0,0
13376,8456,3464,0,0,-1,0,0,0,0,0.027506249999999996,0.0002715322706434462,0,0,0,0,0,0,0.00012450748019748263,8456,256,0,0.29034000000000004,0,0,5088,11480,900,0,0,0,0,true,0,0,0
13376,8464,3448,0,0,-1,0,0,0,0,0.027506249999999996,-0.00011656019422743055,0,0,0,0,0,0,0.0005271699693467881,8456,256,0,-0.29034000000000004,0,0,5088,11480,900,0,0,0,0,true,0,0,0
13392,8464,3456,0,0,-1,0,0,0,0,0.027506249999999996,-0.00009669197930230034,0,0,0,0,0,0,0.0004476971096462673,8456,256,0,0.29034000000000004,0,0,5088,11480,900,0,0,0,0,true,0,0,0
0,8456,3440,0,0,-1,0,0,0,0,-0.027506249999999996,-0.0006556510925292969,0,0,0,0,0,0,0.0003231896294487847,8464,256,0,0.29034000000000004,0,0,5088,11480,900,0,0,0,0,true,0,0,0
0,0,0,0,0,0,0,23,0,0,0.027506249999999996,-0.0011642773946126301,0,0,50,0,0,0,0.0001629193623860677,8256,226,0,0.29034000000000004,-0.0001564621925354004,0,5088,11480,50,0,-0.0003309299548467,0,0,true,0,0,0
0,0,0,0,0,0,0,22.6,0,0,-0.027506249999999996,0.00013377931382921006,0,0,50,0,0,0,0.00005695554945203993,8248,226,0,-0.29034000000000004,-0.0001564621925354004,0,5088,11480,50,0,-0.0002719461917877197,0,0,true,0,0,0
