g_lrX4ActWebTension,g_lrX4UnwinderDancerLowLimit,g_lrX4UnwinderActDancerPos,g_lrX4UnwinderDancerUpperLimit,g_lrX4SetWebTension,g_xX4UnwinderDancerOn,g_dwX4RewinderDriveErrorID,g_lrX4RewinderActMotorTemp,g_lrX4RewinderActPower,g_lrX4RewinderActTorque,g_lrX4RewinderActVel,g_lrX4RewinderActVoltage,g_lrX4RewinderActDiameter,g_lrX4RewinderSetTorque,g_lrX4RewinderSetVel,g_dwX4UnwinderDriveErrorID,g_lrX4UnwinderActMotorTemp,g_lrX4UnwinderActPower,g_lrX4UnwinderActTorque,g_lrX4UnwinderActVel,g_lrX4UnwinderActVoltage,g_lrX4UnwinderActDiameter,g_lrX4UnwinderSetTorque,g_lrX4UnwinderSetVel,g_xX4RewinderAxisError,g_xX4RewinderAxisWarning,g_xX4RewinderDriveError,g_xX4RewinderDriveWarning,g_xX4RewinderError,g_xX4RewinderPowerOn,g_xX4RewinderQSPApplActive,g_xX4RewinderQSPDriveActive,g_xX4RewinderReadyForPowerOn,g_xX4RewinderSTOActive,g_xX4RewinderVoltageEnabled,g_xX4UnwinderAxisError,g_xX4UnwinderAxisWarning,g_xX4UnwinderDriveError,g_xX4UnwinderPowerOn,g_xX4UnwinderQSPApplActive,g_xX4UnwinderQSPDriveActive,g_xX4UnwinderSTOActive,g_xX4UnwinderReadyForPowerOn,g_xX4UnwinderxDancerMaxPos,g_xX4UnwinderxDancerMinPos,g_xX4UnwinderxDiamMax,g_xX4UnwinderxDiamMin,x4portal_ticket_componentPath,x4portal_ticket_create,x4portal_ticket_description,x4portal_ticket_priority,x4portal_ticket_title
30000,5088,8280,11480,1242,0,0,29.6,0,-0.027506249999999996,0.00015364752875434028,0,1.2222505748729758e-119,0,0.00021855036417643228,65285,259,0,-0.29034000000000004,0.0000850607951482137,0,475.51730452298114,0,0.00009002784887949625,0,0,0,0,0,0,0,0,0,true,true,0,0,0,0,0,0,true,0,0,0,0,0,0,true,0,0,0
30000,5088,8288,11480,1242,0,0,29.6,0,0.027506249999999996,-0.00015099843343098957,0,3.404686023825408e-178,0,-0.0006079673767089844,65285,259,0,0.29034000000000004,0.00022103389104207355,0,473.7593847280718,0,-0.0001961986223856608,0,0,0,0,0,0,0,0,0,true,true,0,0,0,0,0,0,true,0,0,0,0,0,0,true,0,0,0
30000,5088,8280,11480,1242,0,0,29.6,0,-0.027506249999999996,0.0002106030782063802,0,1.883743518258679e-238,0,0.0007496939765082465,65285,259,0,0.29034000000000004,-0.00005587935447692871,0,475.0778245742538,0,-0.00006953875223795572,0,0,0,0,0,0,0,0,0,true,true,0,0,0,0,0,0,true,0,0,0,0,0,0,true,0,0,0
30000,5088,8280,11480,1242,0,0,29.6,0,0.027506249999999996,0.0006914138793945312,0,3.5712360733155196e-296,0,-0.0006145901150173611,65285,259,0,0.29034000000000004,-0.0000229726235071818,0,474.19886467679913,0,0.00015149513880411783,0,0,0,0,0,0,0,0,0,true,true,0,0,0,0,0,0,true,0,0,0,0,0,0,true,0,0,0
30000,5088,8280,11480,1242,0,0,29.6,0,-0.027506249999999996,0.000039736429850260414,0,3e-323,0,-0.0005125999450683594,65285,259,0,-0.29034000000000004,-0.00004035731156667073,0,474.19886467679913,0,-0.00014590720335642496,0,0,0,0,0,0,0,0,0,true,true,0,0,0,0,0,0,true,0,0,0,0,0,0,true,0,0,0
30000,5088,8288,11480,1242,0,0,29.6,0,0.027506249999999996,-0.0003814697265625,0,3e-323,0,0.00001854366726345486,65285,259,0,-0.29034000000000004,0.000006829698880513509,0,473.7593847280718,0,-0.0000260770320892334,0,0,0,0,0,0,0,0,0,true,true,0,0,0,0,0,0,true,0,0,0,0,0,0,true,0,0,0
30000,5088,8288,11480,1242,0,0,29.6,0,0.027506249999999996,0.00010066562228732639,0,3e-323,0,0.00048478444417317707,65285,259,0,-0.29034000000000004,0.0000130385160446167,0,474.63834462552643,0,-0.000025456150372823078,0,0,0,0,0,0,0,0,0,true,true,0,0,0,0,0,0,true,0,0,0,0,0,0,true,0,0,0
30000,5088,8288,11480,1242,0,0,29.6,0,-0.027506249999999996,-0.0011271900600857204,0,3e-323,0,-0.0008728769090440538,65285,259,0,0.29034000000000004,-0.0000788519779841105,0,473.3199047793444,0,0.0002353141705195109,0,0,0,0,0,0,0,0,0,true,true,0,0,0,0,0,0,true,0,0,0,0,0,0,true,0,0,0
30000,5088,8280,11480,1242,0,0,29.6,0,0,0.0002728568183051215,0,3e-323,0,0.0005510118272569444,65285,259,0,-0.29034000000000004,0.00004284083843231201,0,475.51730452298114,0,-0.00001862645149230957,0,0,0,0,0,0,0,0,0,true,true,0,0,0,0,0,0,true,0,0,0,0,0,0,true,0,0,0
30000,5088,8280,11480,1242,0,0,29.6,0,0.027506249999999996,0.00010199016994900173,0,3e-323,0,-0.0010596381293402778,65285,259,0,-0.29034000000000004,-0.0002253800630569458,0,475.51730452298114,0,-0.000015522042910257973,0,0,0,0,0,0,0,0,0,true,true,0,0,0,0,0,0,true,0,0,0,0,0,0,true,0,0,0
30000,5088,8288,11480,1242,0,0,29.6,0,-0.027506249999999996,0.0013788541158040364,0,3e-323,0,-0.001507335238986545,65285,259,0,-0.29034000000000004,-0.00004780789216359456,0,474.63834462552643,0,-0.0001707424720128377,0,0,0,0,0,0,0,0,0,true,true,0,0,0,0,0,0,true,0,0,0,0,0,0,true,0,0,0
30000,5088,8288,11480,1242,0,0,29.6,0,-0.027506249999999996,-0.00022384855482313366,0,3e-323,0,-0.0010463926527235243,65285,259,0,0,0.000045324365297953286,0,473.7593847280718,0,-0.00034893552462259925,0,0,0,0,0,0,0,0,0,true,true,0,0,0,0,0,0,true,0,0,0,0,0,0,true,0,0,0
